nom_standard,reg_code,reg_nom,dep_code,dep_nom,EPCI,population,superficie_km2,densite,NOM,F18-24
Écully,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,18789,8,2223.55,Vénissieux,3187.0
Écully,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,18789,8,2223.55,Villeurbanne,12023.0
Écully,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,18789,8,2223.55,Décines-Charpieu,1245.0
Écully,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,18789,8,2223.55,Meyzieu,1355.0
Écully,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,18789,8,2223.55,Rillieux-la-Pape,1334.0
Écully,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,18789,8,2223.55,Saint-Priest,2084.0
Fleurieu-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1491,3,512.37,Bron,2635.0
Fleurieu-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1491,3,512.37,Caluire-et-Cuire,1508.0
Fleurieu-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1491,3,512.37,Écully,1104.0
Fleurieu-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1491,3,512.37,Lyon,46541.0
Fleurieu-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1491,3,512.37,Oullins-Pierre-Bénite,2154.0
Fleurieu-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1491,3,512.37,Vaulx-en-Velin,2759.0
Fleurieu-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1491,3,512.37,Vénissieux,3187.0
Fleurieu-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1491,3,512.37,Villeurbanne,12023.0
Fleurieu-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1491,3,512.37,Décines-Charpieu,1245.0
Fleurieu-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1491,3,512.37,Meyzieu,1355.0
Fleurieu-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1491,3,512.37,Rillieux-la-Pape,1334.0
Fleurieu-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1491,3,512.37,Saint-Priest,2084.0
Fontaines-Saint-Martin,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3015,3,1100.36,Bron,2635.0
Fontaines-Saint-Martin,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3015,3,1100.36,Caluire-et-Cuire,1508.0
Fontaines-Saint-Martin,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3015,3,1100.36,Écully,1104.0
Fontaines-Saint-Martin,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3015,3,1100.36,Lyon,46541.0
Fontaines-Saint-Martin,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3015,3,1100.36,Oullins-Pierre-Bénite,2154.0
Fontaines-Saint-Martin,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3015,3,1100.36,Vaulx-en-Velin,2759.0
Fontaines-Saint-Martin,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3015,3,1100.36,Vénissieux,3187.0
Fontaines-Saint-Martin,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3015,3,1100.36,Villeurbanne,12023.0
Fontaines-Saint-Martin,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3015,3,1100.36,Décines-Charpieu,1245.0
Fontaines-Saint-Martin,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3015,3,1100.36,Meyzieu,1355.0
Fontaines-Saint-Martin,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3015,3,1100.36,Rillieux-la-Pape,1334.0
Fontaines-Saint-Martin,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3015,3,1100.36,Saint-Priest,2084.0
Fontaines-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7065,2,3045.26,Bron,2635.0
Fontaines-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7065,2,3045.26,Caluire-et-Cuire,1508.0
Fontaines-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7065,2,3045.26,Écully,1104.0
Fontaines-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7065,2,3045.26,Lyon,46541.0
Fontaines-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7065,2,3045.26,Oullins-Pierre-Bénite,2154.0
Fontaines-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7065,2,3045.26,Vaulx-en-Velin,2759.0
Fontaines-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7065,2,3045.26,Vénissieux,3187.0
Fontaines-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7065,2,3045.26,Villeurbanne,12023.0
Fontaines-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7065,2,3045.26,Décines-Charpieu,1245.0
Fontaines-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7065,2,3045.26,Meyzieu,1355.0
Fontaines-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7065,2,3045.26,Rillieux-la-Pape,1334.0
Fontaines-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7065,2,3045.26,Saint-Priest,2084.0
Francheville,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,14821,8,1811.86,Bron,2635.0
Francheville,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,14821,8,1811.86,Caluire-et-Cuire,1508.0
Francheville,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,14821,8,1811.86,Écully,1104.0
Francheville,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,14821,8,1811.86,Lyon,46541.0
Francheville,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,14821,8,1811.86,Oullins-Pierre-Bénite,2154.0
Francheville,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,14821,8,1811.86,Vaulx-en-Velin,2759.0
Francheville,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,14821,8,1811.86,Vénissieux,3187.0
Francheville,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,14821,8,1811.86,Villeurbanne,12023.0
Francheville,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,14821,8,1811.86,Décines-Charpieu,1245.0
Francheville,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,14821,8,1811.86,Meyzieu,1355.0
Francheville,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,14821,8,1811.86,Rillieux-la-Pape,1334.0
Francheville,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,14821,8,1811.86,Saint-Priest,2084.0
Givors,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,20672,17,1192.16,Bron,2635.0
Givors,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,20672,17,1192.16,Caluire-et-Cuire,1508.0
Givors,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,20672,17,1192.16,Écully,1104.0
Givors,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,20672,17,1192.16,Lyon,46541.0
Givors,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,20672,17,1192.16,Oullins-Pierre-Bénite,2154.0
Givors,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,20672,17,1192.16,Vaulx-en-Velin,2759.0
Givors,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,20672,17,1192.16,Vénissieux,3187.0
Givors,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,20672,17,1192.16,Villeurbanne,12023.0
Givors,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,20672,17,1192.16,Décines-Charpieu,1245.0
Givors,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,20672,17,1192.16,Meyzieu,1355.0
Givors,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,20672,17,1192.16,Rillieux-la-Pape,1334.0
Givors,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,20672,17,1192.16,Saint-Priest,2084.0
Gleizé,84,Auvergne-Rhône-Alpes,69,Rhône,200040590,7495,10,716.54,Villefranche-sur-Saône,1507.0
Grigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,9739,6,1693.74,Bron,2635.0
Grigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,9739,6,1693.74,Caluire-et-Cuire,1508.0
Grigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,9739,6,1693.74,Écully,1104.0
Grigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,9739,6,1693.74,Lyon,46541.0
Grigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,9739,6,1693.74,Oullins-Pierre-Bénite,2154.0
Grigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,9739,6,1693.74,Vaulx-en-Velin,2759.0
Grigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,9739,6,1693.74,Vénissieux,3187.0
Grigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,9739,6,1693.74,Villeurbanne,12023.0
Grigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,9739,6,1693.74,Décines-Charpieu,1245.0
Grigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,9739,6,1693.74,Meyzieu,1355.0
Grigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,9739,6,1693.74,Rillieux-la-Pape,1334.0
Grigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,9739,6,1693.74,Saint-Priest,2084.0
Les Haies,84,Auvergne-Rhône-Alpes,69,Rhône,200077014,773,16,48.4,Vienne,1169.0
Irigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,8805,9,996.04,Bron,2635.0
Irigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,8805,9,996.04,Caluire-et-Cuire,1508.0
Irigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,8805,9,996.04,Écully,1104.0
Irigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,8805,9,996.04,Lyon,46541.0
Irigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,8805,9,996.04,Oullins-Pierre-Bénite,2154.0
Irigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,8805,9,996.04,Vaulx-en-Velin,2759.0
Irigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,8805,9,996.04,Vénissieux,3187.0
Irigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,8805,9,996.04,Villeurbanne,12023.0
Irigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,8805,9,996.04,Décines-Charpieu,1245.0
Irigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,8805,9,996.04,Meyzieu,1355.0
Irigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,8805,9,996.04,Rillieux-la-Pape,1334.0
Irigny,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,8805,9,996.04,Saint-Priest,2084.0
Lacenas,84,Auvergne-Rhône-Alpes,69,Rhône,200040590,1007,3,299.7,Villefranche-sur-Saône,1507.0
Limas,84,Auvergne-Rhône-Alpes,69,Rhône,200040590,4830,6,875.0,Villefranche-sur-Saône,1507.0
Limonest,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3742,9,446.01,Bron,2635.0
Limonest,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3742,9,446.01,Caluire-et-Cuire,1508.0
Limonest,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3742,9,446.01,Écully,1104.0
Limonest,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3742,9,446.01,Lyon,46541.0
Limonest,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3742,9,446.01,Oullins-Pierre-Bénite,2154.0
Limonest,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3742,9,446.01,Vaulx-en-Velin,2759.0
Limonest,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3742,9,446.01,Vénissieux,3187.0
Limonest,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3742,9,446.01,Villeurbanne,12023.0
Limonest,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3742,9,446.01,Décines-Charpieu,1245.0
Limonest,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3742,9,446.01,Meyzieu,1355.0
Limonest,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3742,9,446.01,Rillieux-la-Pape,1334.0
Limonest,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3742,9,446.01,Saint-Priest,2084.0
Lissieu,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3157,6,557.77,Bron,2635.0
Lissieu,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3157,6,557.77,Caluire-et-Cuire,1508.0
Lissieu,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3157,6,557.77,Écully,1104.0
Lissieu,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3157,6,557.77,Lyon,46541.0
Lissieu,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3157,6,557.77,Oullins-Pierre-Bénite,2154.0
Lissieu,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3157,6,557.77,Vaulx-en-Velin,2759.0
Lissieu,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3157,6,557.77,Vénissieux,3187.0
Lissieu,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3157,6,557.77,Villeurbanne,12023.0
Lissieu,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3157,6,557.77,Décines-Charpieu,1245.0
Lissieu,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3157,6,557.77,Meyzieu,1355.0
Lissieu,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3157,6,557.77,Rillieux-la-Pape,1334.0
Lissieu,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3157,6,557.77,Saint-Priest,2084.0
Loire-sur-Rhône,84,Auvergne-Rhône-Alpes,69,Rhône,200077014,2660,16,160.24,Vienne,1169.0
Longes,84,Auvergne-Rhône-Alpes,69,Rhône,200077014,977,24,40.61,Vienne,1169.0
Lyon,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,522228,48,10909.3,Bron,2635.0
Lyon,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,522228,48,10909.3,Caluire-et-Cuire,1508.0
Lyon,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,522228,48,10909.3,Écully,1104.0
Lyon,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,522228,48,10909.3,Lyon,46541.0
Lyon,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,522228,48,10909.3,Oullins-Pierre-Bénite,2154.0
Lyon,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,522228,48,10909.3,Vaulx-en-Velin,2759.0
Lyon,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,522228,48,10909.3,Vénissieux,3187.0
Lyon,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,522228,48,10909.3,Villeurbanne,12023.0
Lyon,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,522228,48,10909.3,Décines-Charpieu,1245.0
Lyon,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,522228,48,10909.3,Meyzieu,1355.0
Lyon,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,522228,48,10909.3,Rillieux-la-Pape,1334.0
Lyon,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,522228,48,10909.3,Saint-Priest,2084.0
Marcy-l'Étoile,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3495,5,650.84,Bron,2635.0
Marcy-l'Étoile,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3495,5,650.84,Caluire-et-Cuire,1508.0
Marcy-l'Étoile,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3495,5,650.84,Écully,1104.0
Marcy-l'Étoile,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3495,5,650.84,Lyon,46541.0
Marcy-l'Étoile,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3495,5,650.84,Oullins-Pierre-Bénite,2154.0
Marcy-l'Étoile,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3495,5,650.84,Vaulx-en-Velin,2759.0
Marcy-l'Étoile,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3495,5,650.84,Vénissieux,3187.0
Marcy-l'Étoile,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3495,5,650.84,Villeurbanne,12023.0
Marcy-l'Étoile,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3495,5,650.84,Décines-Charpieu,1245.0
Marcy-l'Étoile,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3495,5,650.84,Meyzieu,1355.0
Marcy-l'Étoile,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3495,5,650.84,Rillieux-la-Pape,1334.0
Marcy-l'Étoile,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3495,5,650.84,Saint-Priest,2084.0
Montmelas-Saint-Sorlin,84,Auvergne-Rhône-Alpes,69,Rhône,200040590,534,4,125.94,Villefranche-sur-Saône,1507.0
La Mulatière,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,6617,2,3635.71,Bron,2635.0
La Mulatière,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,6617,2,3635.71,Caluire-et-Cuire,1508.0
La Mulatière,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,6617,2,3635.71,Écully,1104.0
La Mulatière,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,6617,2,3635.71,Lyon,46541.0
La Mulatière,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,6617,2,3635.71,Oullins-Pierre-Bénite,2154.0
La Mulatière,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,6617,2,3635.71,Vaulx-en-Velin,2759.0
La Mulatière,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,6617,2,3635.71,Vénissieux,3187.0
La Mulatière,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,6617,2,3635.71,Villeurbanne,12023.0
La Mulatière,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,6617,2,3635.71,Décines-Charpieu,1245.0
La Mulatière,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,6617,2,3635.71,Meyzieu,1355.0
La Mulatière,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,6617,2,3635.71,Rillieux-la-Pape,1334.0
La Mulatière,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,6617,2,3635.71,Saint-Priest,2084.0
Neuville-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7635,5,1395.8,Bron,2635.0
Neuville-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7635,5,1395.8,Caluire-et-Cuire,1508.0
Neuville-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7635,5,1395.8,Écully,1104.0
Neuville-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7635,5,1395.8,Lyon,46541.0
Neuville-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7635,5,1395.8,Oullins-Pierre-Bénite,2154.0
Neuville-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7635,5,1395.8,Vaulx-en-Velin,2759.0
Neuville-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7635,5,1395.8,Vénissieux,3187.0
Neuville-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7635,5,1395.8,Villeurbanne,12023.0
Neuville-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7635,5,1395.8,Décines-Charpieu,1245.0
Neuville-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7635,5,1395.8,Meyzieu,1355.0
Neuville-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7635,5,1395.8,Rillieux-la-Pape,1334.0
Neuville-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,7635,5,1395.8,Saint-Priest,2084.0
Oullins,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,26994,4,6135.0,Bron,2635.0
Oullins,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,26994,4,6135.0,Caluire-et-Cuire,1508.0
Oullins,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,26994,4,6135.0,Écully,1104.0
Oullins,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,26994,4,6135.0,Lyon,46541.0
Oullins,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,26994,4,6135.0,Oullins-Pierre-Bénite,2154.0
Oullins,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,26994,4,6135.0,Vaulx-en-Velin,2759.0
Oullins,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,26994,4,6135.0,Vénissieux,3187.0
Oullins,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,26994,4,6135.0,Villeurbanne,12023.0
Oullins,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,26994,4,6135.0,Décines-Charpieu,1245.0
Oullins,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,26994,4,6135.0,Meyzieu,1355.0
Oullins,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,26994,4,6135.0,Rillieux-la-Pape,1334.0
Oullins,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,26994,4,6135.0,Saint-Priest,2084.0
Le Perréon,84,Auvergne-Rhône-Alpes,69,Rhône,200040590,1492,14,102.33,Villefranche-sur-Saône,1507.0
Pierre-Bénite,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,10508,4,2345.54,Bron,2635.0
Pierre-Bénite,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,10508,4,2345.54,Caluire-et-Cuire,1508.0
Pierre-Bénite,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,10508,4,2345.54,Écully,1104.0
Pierre-Bénite,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,10508,4,2345.54,Lyon,46541.0
Pierre-Bénite,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,10508,4,2345.54,Oullins-Pierre-Bénite,2154.0
Pierre-Bénite,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,10508,4,2345.54,Vaulx-en-Velin,2759.0
Pierre-Bénite,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,10508,4,2345.54,Vénissieux,3187.0
Pierre-Bénite,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,10508,4,2345.54,Villeurbanne,12023.0
Pierre-Bénite,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,10508,4,2345.54,Décines-Charpieu,1245.0
Pierre-Bénite,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,10508,4,2345.54,Meyzieu,1355.0
Pierre-Bénite,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,10508,4,2345.54,Rillieux-la-Pape,1334.0
Pierre-Bénite,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,10508,4,2345.54,Saint-Priest,2084.0
Poleymieux-au-Mont-d'Or,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1400,6,225.44,Bron,2635.0
Poleymieux-au-Mont-d'Or,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1400,6,225.44,Caluire-et-Cuire,1508.0
Poleymieux-au-Mont-d'Or,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1400,6,225.44,Écully,1104.0
Poleymieux-au-Mont-d'Or,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1400,6,225.44,Lyon,46541.0
Poleymieux-au-Mont-d'Or,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1400,6,225.44,Oullins-Pierre-Bénite,2154.0
Poleymieux-au-Mont-d'Or,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1400,6,225.44,Vaulx-en-Velin,2759.0
Poleymieux-au-Mont-d'Or,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1400,6,225.44,Vénissieux,3187.0
Poleymieux-au-Mont-d'Or,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1400,6,225.44,Villeurbanne,12023.0
Poleymieux-au-Mont-d'Or,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1400,6,225.44,Décines-Charpieu,1245.0
Poleymieux-au-Mont-d'Or,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1400,6,225.44,Meyzieu,1355.0
Poleymieux-au-Mont-d'Or,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1400,6,225.44,Rillieux-la-Pape,1334.0
Poleymieux-au-Mont-d'Or,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1400,6,225.44,Saint-Priest,2084.0
Quincieux,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3502,18,197.63,Bron,2635.0
Quincieux,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3502,18,197.63,Caluire-et-Cuire,1508.0
Quincieux,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3502,18,197.63,Écully,1104.0
Quincieux,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3502,18,197.63,Lyon,46541.0
Quincieux,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3502,18,197.63,Oullins-Pierre-Bénite,2154.0
Quincieux,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3502,18,197.63,Vaulx-en-Velin,2759.0
Quincieux,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3502,18,197.63,Vénissieux,3187.0
Quincieux,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3502,18,197.63,Villeurbanne,12023.0
Quincieux,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3502,18,197.63,Décines-Charpieu,1245.0
Quincieux,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3502,18,197.63,Meyzieu,1355.0
Quincieux,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3502,18,197.63,Rillieux-la-Pape,1334.0
Quincieux,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,3502,18,197.63,Saint-Priest,2084.0
Rivolet,84,Auvergne-Rhône-Alpes,69,Rhône,200040590,588,16,36.07,Villefranche-sur-Saône,1507.0
Rochetaillée-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1540,1,1193.8,Bron,2635.0
Rochetaillée-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1540,1,1193.8,Caluire-et-Cuire,1508.0
Rochetaillée-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1540,1,1193.8,Écully,1104.0
Rochetaillée-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1540,1,1193.8,Lyon,46541.0
Rochetaillée-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1540,1,1193.8,Oullins-Pierre-Bénite,2154.0
Rochetaillée-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1540,1,1193.8,Vaulx-en-Velin,2759.0
Rochetaillée-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1540,1,1193.8,Vénissieux,3187.0
Rochetaillée-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1540,1,1193.8,Villeurbanne,12023.0
Rochetaillée-sur-Saône,84,Auvergne-Rhône-Alpes,69,Rhône,200046977,1540,1,1193.8,Décines-Charpieu,1245.0
